slug,vehicle_no,loading_out_time,unloading_in_time,origin,destination,consigner_code
CTR6WU00,TN28BD2631,2020-07-23 16:34:41,2020-07-27 03:59:25,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTC7WU00,MH46AR2775,2020-07-23 12:01:55,2020-07-24 08:32:02,KHAPOLI,PUNE PIMPRI,BHUSHAN
CTO8WU00,HR38R7507,2020-07-23 01:51:48,2020-07-23 07:22:29,SAHIBABAD,SHAMLI,BHUSHAN
CTV8WU00,OD19N6549,2020-07-23 11:13:37,2020-07-23 23:49:33,MERAMANDALI,PAR,BHUSHAN
CTY8WU00,OD14K2949,2020-07-23 11:20:26,2020-07-23 22:46:17,MERAMANDALI,PAR,BHUSHAN
CTXAWU00,OD33T6149,2020-07-23 11:12:52,2020-07-23 23:48:50,MERAMANDALI,PAR,BHUSHAN
CTYAWU00,OD19P7249,2020-07-23 11:20:11,2020-07-24 00:17:07,MERAMANDALI,PAR,BHUSHAN
CTZAWU00,OD14K5149,2020-07-23 11:19:55,2020-07-24 00:02:46,MERAMANDALI,PAR,BHUSHAN
CT6BWU00,OD33S5149,2020-07-24 04:15:05,2020-07-24 20:28:08,MERAMANDALI,PAR,BHUSHAN
CTPBWU00,RJ04GA7879,2020-07-23 17:09:50,2020-07-28 23:02:51,MERAMANDALI,ANJAR,BHUSHAN
CTSBWU00,UP14CT1872,2020-07-23 04:26:36,2020-07-23 05:30:26,SAHIBABAD,GREATER NOIDA,BHUSHAN
CTHDWU00,RJ39GA1516,2020-07-22 22:16:08,2020-07-29 09:19:03,MERAMANDALI,ANJAR,BHUSHAN
CTJDWU00,HR38AA2393,2020-07-24 21:14:21,2020-07-25 00:34:21,SAHIBABAD,Palwal,BHUSHAN
CTKEWU00,OD19P7149,2020-07-24 03:12:37,2020-07-24 20:28:01,MERAMANDALI,PAR,BHUSHAN
CTMEWU00,OD19N9149,2020-07-23 15:24:51,2020-07-24 04:14:56,MERAMANDALI,PAR,BHUSHAN
CTREWU00,OD14K5949,2020-07-24 03:18:59,2020-07-24 22:33:57,MERAMANDALI,PAR,BHUSHAN
CTEFWU00,RJ09GC0202,2020-07-23 16:15:38,2020-07-25 03:55:24,MERAMANDALI,RAIPUR,BHUSHAN
CTBIWU00,UP17AT5283,2020-07-23 07:08:11,2020-07-23 12:02:09,SAHIBABAD,GURGAON,BHUSHAN
CT8MWU00,UP17AT5284,2020-07-23 07:13:05,2020-07-23 11:19:50,SAHIBABAD,GURGAON,BHUSHAN
CT9OWU00,HR38R1251,2020-07-23 03:37:43,2020-07-23 11:56:48,SAHIBABAD,JHAJJAR,BHUSHAN
CTOPWU00,HR55U2141,2020-07-23 23:07:44,2020-07-24 09:53:54,SAHIBABAD,SAHARANPUR,BHUSHAN
CTPPWU00,OD19N9849,2020-07-23 11:17:34,2020-07-23 23:49:19,MERAMANDALI,PAR,BHUSHAN
CT3QWU00,OD19N9449,2020-07-23 11:20:30,2020-07-23 23:49:38,MERAMANDALI,PAR,BHUSHAN
CT7QWU00,RJ09GB5897,2020-07-23 17:37:41,2020-07-28 22:26:19,MERAMANDALI,NEW DELHI,BHUSHAN
CTQQWU00,OD33T6349,2020-07-24 10:19:02,2020-07-24 22:55:18,MERAMANDALI,PAR,BHUSHAN
CTUQWU00,MH13CU3100,2020-07-24 10:57:59,2020-07-26 02:04:10,KHAPOLI,MEHSANA,BHUSHAN
CT4RWU00,MH06AQ4962,2020-07-24 01:50:00,2020-07-24 07:35:05,KHAPOLI,PUNE,BHUSHAN
CTERWU00,RJ19GD7044,2020-07-24 02:15:33,2020-07-28 07:30:01,MERAMANDALI,ANJAR,BHUSHAN
CTGRWU00,RJ16GA9927,2020-07-23 17:12:48,2020-07-29 08:38:33,MERAMANDALI,ANJAR,BHUSHAN
CTORWU00,GJ12BW7390,2020-07-24 04:32:37,2020-07-29 04:31:45,MERAMANDALI,ANJAR,BHUSHAN
CTHSWU00,RJ04GA4928,2020-07-23 17:10:12,2020-07-28 15:27:27,MERAMANDALI,ANJAR,BHUSHAN
CTQSWU00,RJ04GA8302,2020-07-23 17:10:19,2020-07-28 15:27:22,MERAMANDALI,ANJAR,BHUSHAN
CTSSWU00,NL01AB0769,2020-07-23 14:57:10,2020-07-26 06:24:41,MERAMANDALI,NELLORE,BHUSHAN
CTTSWU00,UP14HT4149,2020-07-24 03:28:40,2020-07-31 11:59:08,MERAMANDALI,JODHPUR,BHUSHAN
CTVSWU00,RJ04GB4635,2020-07-23 17:17:05,2020-07-28 03:26:47,MERAMANDALI,ANJAR,BHUSHAN
CT6TWU00,RJ39GA0722,2020-07-24 03:39:49,2020-07-27 15:28:56,MERAMANDALI,ANJAR,BHUSHAN
CT8TWU00,OR14Y5549,2020-07-24 06:13:36,2020-07-24 19:28:46,MERAMANDALI,PAR,BHUSHAN
CTATWU00,RJ39GA0722,2020-07-24 03:39:49,2020-07-27 15:28:56,MERAMANDALI,ANJAR,BHUSHAN
CTZUWU00,UP14HT4149,2020-07-24 03:28:40,2020-07-31 11:59:08,MERAMANDALI,JODHPUR,BHUSHAN
CT5VWU00,OR14Y5549,2020-07-24 06:13:36,2020-07-24 19:28:46,MERAMANDALI,PAR,BHUSHAN
CTC3XU00,OD19N9549,2020-07-24 03:18:43,2020-07-24 23:02:11,MERAMANDALI,PAR,BHUSHAN
CT94XU00,OD33T6049,2020-07-24 07:58:30,2020-07-24 23:22:35,MERAMANDALI,PAR,BHUSHAN
CTL4XU00,OD19P2449,2020-07-24 17:11:51,2020-07-25 05:54:51,MERAMANDALI,PAR,BHUSHAN
CTR4XU00,OD33T6249,2020-07-24 15:47:36,2020-07-25 05:55:12,MERAMANDALI,PAR,BHUSHAN
CT96XU00,MH06AC8266,2020-07-25 02:45:35,2020-07-25 10:29:22,KHAPOLI,JNP,BHUSHAN
CTQBXU00,MH46AR9171,2020-07-24 09:23:10,2020-07-26 14:06:24,KHAPOLI,Gudur,BHUSHAN
CTWEXU00,MH46F4737,2020-07-23 23:54:05,2020-07-24 10:13:52,KHAPOLI,PUNE,BHUSHAN
CT7HXU00,NL01AD0054,2020-07-24 04:49:38,2020-07-24 13:42:13,MERAMANDALI,PAR,BHUSHAN
CT2IXU00,HR38X5144,2020-07-23 12:17:51,2020-07-24 07:15:13,SAHIBABAD,JAIPUR,BHUSHAN
CT9IXU00,MP33H1306,2020-07-24 00:04:53,2020-07-24 07:58:13,SAHIBABAD,RUDRAPUR,BHUSHAN
CTTKXU00,UP17T9307,2020-07-23 23:52:19,2020-07-25 03:11:16,SAHIBABAD,Kanpur,BHUSHAN
CTVMXU00,RJ14GF8151,2020-07-24 02:54:52,2020-07-28 06:49:44,MERAMANDALI,NELLORE,BHUSHAN
CTQOXU00,RJ19GF2390,2020-07-24 18:29:18,2020-07-29 04:03:20,MERAMANDALI,ANJAR,BHUSHAN
CTSOXU00,OD04K3551,2020-07-24 02:38:24,2020-07-28 18:31:25,MERAMANDALI,COIMBATORE,BHUSHAN
CTERXU00,NL01AD7654,2020-07-24 20:42:13,2020-07-25 13:02:24,MERAMANDALI,PAR,BHUSHAN
CTVRXU00,PB10ES9618,2020-07-24 11:20:16,2020-07-25 07:36:13,SAHIBABAD,LUDHIANA,BHUSHAN
CTUTXU00,MH06AC9684,2020-07-26 05:19:49,2020-07-26 08:23:53,KHAPOLI,JNP,BHUSHAN
CTMVXU00,RJ19GE6441,2020-07-24 04:06:01,2020-07-25 11:16:53,MERAMANDALI,RAIPUR,BHUSHAN
CT7WXU00,RJ19GC3020,2020-07-24 02:08:31,2020-07-27 16:56:50,MERAMANDALI,NANI DAMAN (UT),BHUSHAN
CTTWXU00,OD19P7949,2020-07-24 06:17:35,2020-07-24 23:01:12,MERAMANDALI,PAR,BHUSHAN
CTGXXU00,OD19N8949,2020-07-24 07:10:33,2020-07-24 23:02:21,MERAMANDALI,PAR,BHUSHAN
CTCYXU00,OD19P2649,2020-07-24 13:56:02,2020-07-25 03:35:19,MERAMANDALI,PAR,BHUSHAN
CTDYXU00,OD19P2217,2020-07-24 05:18:05,2020-07-25 00:12:15,MERAMANDALI,PAR,BHUSHAN
CT3ZXU00,PB13BG9836,2020-07-24 15:35:34,2020-07-25 08:48:22,SAHIBABAD,AHMEDGARH,BHUSHAN
CT91YU00,KA35C0437,2020-07-23 21:57:25,2020-07-28 09:38:01,KHAPOLI,BANGALORE,BHUSHAN
CTF1YU00,OD19N9049,2020-07-24 20:35:21,2020-07-25 07:25:48,MERAMANDALI,PAR,BHUSHAN
CTL1YU00,OD19N6449,2020-07-24 20:42:24,2020-07-25 07:25:54,MERAMANDALI,PAR,BHUSHAN
CTR1YU00,OD04M6317,2020-07-24 17:12:01,2020-07-25 08:01:18,MERAMANDALI,PAR,BHUSHAN
CT92YU00,PB65AU4731,2020-07-23 20:00:06,2020-07-24 15:04:16,SAHIBABAD,DERABASSI,BHUSHAN
CTE2YU00,OD14J4849,2020-07-24 13:49:03,2020-07-24 23:02:38,MERAMANDALI,PAR,BHUSHAN
CTC3YU00,RJ02GB6029,2020-07-24 06:10:53,2020-07-30 00:28:29,MERAMANDALI,Ludhiana,BHUSHAN
CTP3YU00,OD04L9173,2020-07-24 14:17:03,2020-07-25 15:49:45,MERAMANDALI,RAIPUR,BHUSHAN
CT84YU00,OD04K4782,2020-07-24 14:04:24,2020-07-28 22:43:23,MERAMANDALI,KHOPOLI,BHUSHAN
CTC4YU00,PB46K9215,2020-07-24 02:12:16,2020-07-25 05:33:06,SAHIBABAD,JAMMU,BHUSHAN
CT15YU00,OD04K4352,2020-07-24 14:04:24,2020-07-28 22:43:23,MERAMANDALI,KHOPOLI,BHUSHAN
CT09YU00,OD04K4374,2020-07-25 08:02:23,2020-07-29 07:07:25,MERAMANDALI,KHOPOLI,BHUSHAN
CTYAYU00,MH15BJ4185,2020-07-26 06:29:02,2020-07-26 13:57:03,KHAPOLI,JNP,BHUSHAN
CTZAYU00,CG04MA0924,2020-07-24 12:04:06,2020-07-28 07:10:33,MERAMANDALI,KHOPOLI,BHUSHAN
CTFBYU00,UP81AF2855,2020-07-24 07:05:02,2020-07-25 10:08:04,SAHIBABAD,BHAGWANPUR,BHUSHAN
CTMBYU00,MH46BM2775,2020-07-24 12:22:07,2020-07-25 07:44:04,KHAPOLI,PUNE PIMPRI,BHUSHAN
CTKHYU00,OD04K5022,2020-07-24 07:39:24,2020-07-29 07:56:22,MERAMANDALI,"PULLUVAZHY, ERNAKULAM",BHUSHAN
CTKKYU00,MH12KP8126,2020-07-24 11:35:12,2020-07-27 05:02:29,KHAPOLI,HYDERABAD,BHUSHAN
CTONYU00,UP14JT4644,2020-07-24 22:59:42,2020-07-25 10:11:46,SAHIBABAD,NEEMRANA,BHUSHAN
CTPNYU00,GJ12BW7386,2020-07-24 23:08:11,2020-07-25 10:12:35,SAHIBABAD,NEEMRANA,BHUSHAN
CT7OYU00,MH06AQ4256,2020-07-24 12:12:08,2020-07-25 01:38:31,KHAPOLI,JNP,BHUSHAN
CT7PYU00,MH06AQ6510,2020-07-25 19:16:56,2020-07-26 12:16:48,KHAPOLI,JNP,BHUSHAN
CTRVYU00,GJ38T4042,2020-07-24 18:00:46,2020-07-29 06:49:08,MERAMANDALI,KHOPOLI,BHUSHAN
CTFWYU00,MH48T8064,2020-07-25 04:39:55,2020-07-29 17:56:59,MERAMANDALI,KHOPOLI,BHUSHAN
CTLWYU00,HR38Q6381,2020-07-24 15:02:28,2020-07-28 14:20:28,SAHIBABAD,HOWRAH,BHUSHAN
CTUWYU00,RJ04GB2807,2020-07-24 19:47:58,2020-07-29 08:39:15,MERAMANDALI,ANJAR,BHUSHAN
CTYXYU00,RJ19GF2799,2020-07-25 15:16:13,2020-07-30 09:07:16,MERAMANDALI,ANJAR,BHUSHAN
CT0YYU00,MH43BG8260,2020-07-25 19:30:32,2020-07-26 09:19:51,KHAPOLI,JNP,BHUSHAN
CT2YYU00,NL01N4939,2020-07-24 20:39:57,2020-07-30 16:06:38,MERAMANDALI,COIMBATORE,BHUSHAN
CTHYYU00,RJ04GB7591,2020-07-24 11:14:45,2020-07-27 19:03:29,MERAMANDALI,NANI DAMAN (UT),BHUSHAN
CTB50V00,RJ04GB8227,2020-07-26 00:58:33,2020-07-29 08:17:03,MERAMANDALI,KHOPOLI,BHUSHAN
CTN50V00,UP38T1951,2020-07-24 22:40:40,2020-07-25 05:53:58,SAHIBABAD,RUDRAPUR,BHUSHAN
CTS50V00,HR55T6646,2020-07-25 13:02:58,2020-07-29 07:35:11,MERAMANDALI,BAHADURGARH,BHUSHAN
CTY50V00,RJ19GC4861,2020-07-25 15:18:41,2020-07-31 05:54:13,MERAMANDALI,ANJAR,BHUSHAN
CTI60V00,UP14CT1872,2020-07-24 23:20:19,2020-07-24 23:54:23,SAHIBABAD,NOIDA,BHUSHAN
CT270V00,RJ04GB2714,2020-07-25 07:59:31,2020-07-29 01:04:29,MERAMANDALI,KHOPOLI,BHUSHAN
CT670V00,NL01L9479,2020-07-25 00:39:53,2020-07-29 13:10:14,MERAMANDALI,COIMBATORE,BHUSHAN
CTG70V00,RJ04GA8166,2020-07-25 08:00:47,2020-07-30 05:30:06,MERAMANDALI,ANJAR,BHUSHAN
CTI70V00,HR38R1152,2020-07-24 17:15:51,2020-07-25 01:28:38,SAHIBABAD,New Delhi,BHUSHAN
CTR80V00,RJ04GA4662,2020-07-25 07:54:31,2020-07-31 13:28:30,MERAMANDALI,ANJAR,BHUSHAN
CTS80V00,RJ04GB5859,2020-07-25 04:58:08,2020-07-29 02:01:23,MERAMANDALI,KHOPOLI,BHUSHAN
CTT80V00,RJ04GB6526,2020-07-26 08:14:16,2020-07-30 15:23:16,MERAMANDALI,ANJAR,BHUSHAN
CTU80V00,OD04K4350,2020-07-26 02:42:22,2020-07-29 12:29:25,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT490V00,NL01AA9819,2020-07-24 10:39:51,2020-07-27 08:18:58,MERAMANDALI,NELLORE,BHUSHAN
CT590V00,MH46AR2775,2020-07-26 11:44:20,2020-07-27 05:56:19,KHAPOLI,PUNE PIMPRI,BHUSHAN
CTB90V00,RJ19GF0959,2020-07-24 21:48:40,2020-07-28 22:57:34,MERAMANDALI,KHOPOLI,BHUSHAN
CTBA0V00,HR38R1251,2020-07-25 03:00:29,2020-07-25 16:21:31,SAHIBABAD,REWARI,BHUSHAN
CTKA0V00,NL01Q0589,2020-07-25 02:57:23,2020-07-28 20:43:23,MERAMANDALI,HOSUR,BHUSHAN
CTVA0V00,OD04M2414,2020-07-24 01:18:55,2020-07-29 07:06:05,MERAMANDALI,KHOPOLI,BHUSHAN
CTXA0V00,OD04K4353,2020-07-24 20:43:24,2020-07-29 08:31:24,MERAMANDALI,KHOPOLI,BHUSHAN
CTZA0V00,OD04M1933,2020-07-24 01:22:11,2020-07-29 07:06:09,MERAMANDALI,KHOPOLI,BHUSHAN
CTEB0V00,NL01AA1709,2020-07-25 08:21:37,2020-07-30 05:43:58,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTLB0V00,HR55X8106,2020-07-24 00:45:55,2020-07-24 20:28:53,SAHIBABAD,JHAJJAR,BHUSHAN
CTGD0V00,RJ02GB4231,2020-07-24 17:51:33,2020-07-29 14:17:45,MERAMANDALI,HOSUR,BHUSHAN
CT5E0V00,RJ04GB6009,2020-07-26 05:54:03,2020-07-30 04:52:14,MERAMANDALI,ANJAR,BHUSHAN
CT8E0V00,OD04K4623,2020-07-25 00:34:23,2020-07-28 13:37:25,MERAMANDALI,NELLORE,BHUSHAN
CTAE0V00,RJ22GA3600,2020-07-25 04:37:57,2020-07-27 11:07:31,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTBE0V00,RJ04GB6429,2020-07-24 20:37:31,2020-07-29 10:44:38,MERAMANDALI,ANJAR,BHUSHAN
CTFE0V00,RJ04GA6887,2020-07-25 16:35:13,2020-07-30 07:41:44,MERAMANDALI,ANJAR,BHUSHAN
CTTF0V00,RJ46GA1387,2020-07-25 03:26:02,2020-07-28 23:30:20,MERAMANDALI,KHOPOLI,BHUSHAN
CTWF0V00,RJ04GB1028,2020-07-25 14:54:03,2020-07-30 23:09:02,MERAMANDALI,ANJAR,BHUSHAN
CT0G0V00,NL01K7709,2020-07-25 12:40:44,2020-07-29 13:17:35,MERAMANDALI,COIMBATORE,BHUSHAN
CTCG0V00,RJ04GA9228,2020-07-25 15:14:11,2020-07-30 23:10:07,MERAMANDALI,ANJAR,BHUSHAN
CTIG0V00,RJ09GB9811,2020-07-24 20:33:57,2020-07-30 06:04:33,MERAMANDALI,Ludhiana,BHUSHAN
CT1H0V00,RJ04GB0288,2020-07-25 00:44:08,2020-07-28 17:07:01,MERAMANDALI,KHOPOLI,BHUSHAN
CTAH0V00,HR55AF2282,2020-07-24 01:41:36,2020-07-24 21:12:16,SAHIBABAD,JHAJJAR,BHUSHAN
CT3I0V00,RJ14GF3402,2020-07-25 06:54:21,2020-07-25 09:44:22,SAHIBABAD,MANESAR,BHUSHAN
CTHJ0V00,RJ39GA2276,2020-07-25 05:14:05,2020-07-28 23:35:37,MERAMANDALI,KHOPOLI,BHUSHAN
CT6K0V00,RJ19GF3729,2020-07-25 20:05:26,2020-07-27 22:59:39,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTQM0V00,OD14K9849,2020-07-25 13:15:57,2020-07-26 00:14:23,MERAMANDALI,PAR,BHUSHAN
CTRM0V00,OD19N9849,2020-07-25 13:09:02,2020-07-26 00:14:33,MERAMANDALI,PAR,BHUSHAN
CTTM0V00,RJ04GB8778,2020-07-25 08:10:23,2020-07-28 02:20:46,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTVM0V00,OD33T6149,2020-07-25 13:22:40,2020-07-25 23:17:58,MERAMANDALI,PAR,BHUSHAN
CTWM0V00,OD19N9449,2020-07-24 20:20:54,2020-07-25 23:38:49,MERAMANDALI,PAR,BHUSHAN
CTBN0V00,RJ04GB6055,2020-07-25 15:13:06,2020-07-30 01:08:07,MERAMANDALI,ANJAR,BHUSHAN
CTFN0V00,OD14K2949,2020-07-25 15:08:20,2020-07-26 07:20:53,MERAMANDALI,PAR,BHUSHAN
CTSS0V00,OD14K5149,2020-07-25 11:38:03,2020-07-26 00:34:42,MERAMANDALI,PAR,BHUSHAN
CTTS0V00,GJ12BT9727,2020-07-25 16:58:09,2020-07-31 05:41:10,MERAMANDALI,ANJAR,BHUSHAN
CTUS0V00,OD19N6549,2020-07-25 20:44:20,2020-07-26 06:46:11,MERAMANDALI,PAR,BHUSHAN
CTVS0V00,RJ19GG2295,2020-07-26 06:10:13,2020-07-31 08:13:34,MERAMANDALI,KHOPOLI,BHUSHAN
CT201V00,RJ19GF4930,2020-07-26 05:51:52,2020-07-28 11:03:51,MERAMANDALI,NAGPUR MAUZA,BHUSHAN
CTE21V00,NL01G9289,2020-07-25 10:27:24,2020-07-28 06:00:24,MERAMANDALI,NELLORE,BHUSHAN
CTJ21V00,RJ19GD2243,2020-07-25 03:00:45,2020-07-27 11:39:22,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT131V00,NL01K2039,2020-07-25 10:56:14,2020-07-29 08:16:10,MERAMANDALI,NELLORE,BHUSHAN
CT841V00,HR55AF7508,2020-07-25 00:49:41,2020-07-25 03:55:26,SAHIBABAD,JHAJJAR,BHUSHAN
CTA41V00,HR55X2771,2020-07-25 08:08:15,2020-07-27 03:11:30,SAHIBABAD,Kanpur,BHUSHAN
CTX61V00,RJ09GC8118,2020-07-25 13:43:38,2020-07-29 07:35:58,MERAMANDALI,BAHADURGARH,BHUSHAN
CTY61V00,RJ09GB5896,2020-07-26 01:15:43,2020-07-30 02:59:00,MERAMANDALI,BAHADURGARH,BHUSHAN
CT171V00,MH43BP5348,2020-07-25 11:03:15,2020-07-30 09:35:07,MERAMANDALI,COIMBATORE,BHUSHAN
CT271V00,OD04K6013,2020-07-25 16:19:25,2020-07-31 08:56:23,MERAMANDALI,COIMBATORE,BHUSHAN
CT371V00,NL01AC9452,2020-07-25 13:01:23,2020-07-29 09:25:36,MERAMANDALI,NELLORE,BHUSHAN
CT571V00,RJ02GB1947,2020-07-25 20:55:42,2020-07-30 04:26:58,MERAMANDALI,BHIND,BHUSHAN
CT671V00,RJ14GK3036,2020-07-25 08:01:19,2020-07-30 00:49:34,MERAMANDALI,NEW DELHI,BHUSHAN
CT871V00,RJ19GF1568,2020-07-26 01:12:48,2020-07-31 07:59:08,MERAMANDALI,KHOPOLI,BHUSHAN
CTB71V00,OD15M9629,2020-07-27 23:43:49,2020-07-29 13:55:25,MERAMANDALI,RAIPUR,BHUSHAN
CTC71V00,GJ12BT6289,2020-07-25 16:54:48,2020-07-30 06:36:44,MERAMANDALI,ANJAR,BHUSHAN
CTZ71V00,RJ39GA1099,2020-07-25 20:01:36,2020-07-31 06:29:58,MERAMANDALI,KHOPOLI,BHUSHAN
CT281V00,RJ04GB0128,2020-07-25 19:58:24,2020-07-28 09:30:58,MERAMANDALI,KHOPOLI,BHUSHAN
CT381V00,RJ02GB3425,2020-07-25 20:07:43,2020-07-30 04:36:06,MERAMANDALI,BHIND,BHUSHAN
CT781V00,RJ02GB1929,2020-07-25 20:08:00,2020-07-30 07:53:50,MERAMANDALI,BHIND,BHUSHAN
CTD81V00,NL01G6139,2020-07-25 11:23:24,2020-07-28 06:00:30,MERAMANDALI,NELLORE,BHUSHAN
CTI81V00,NL01AD7454,2020-07-25 16:52:58,2020-07-26 09:40:51,MERAMANDALI,PAR,BHUSHAN
CTM81V00,OD04K5163,2020-07-26 04:34:23,2020-07-30 08:54:23,MERAMANDALI,KHOPOLI,BHUSHAN
CTN81V00,OD19N9149,2020-07-25 17:28:21,2020-07-26 07:21:30,MERAMANDALI,PAR,BHUSHAN
CTT81V00,RJ39GA2903,2020-07-26 01:13:58,2020-07-29 08:38:44,MERAMANDALI,KHOPOLI,BHUSHAN
CT091V00,NL01AB0765,2020-07-25 13:02:17,2020-07-29 09:25:46,MERAMANDALI,NELLORE,BHUSHAN
CT391V00,NL01AB0771,2020-07-25 14:11:56,2020-07-29 09:25:13,MERAMANDALI,NELLORE,BHUSHAN
CTD91V00,RJ39GA2903,2020-07-26 01:13:58,2020-07-29 08:38:44,MERAMANDALI,KHOPOLI,BHUSHAN
CTF91V00,RJ04GB0751,2020-07-26 00:53:26,2020-07-31 13:23:46,MERAMANDALI,ANJAR,BHUSHAN
CTX91V00,RJ19GD2243,2020-07-25 03:00:45,2020-07-27 11:08:10,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTJA1V00,GJ12BW7379,2020-07-25 03:48:34,2020-07-29 17:42:30,MERAMANDALI,BAHADURGARH,BHUSHAN
CTKA1V00,RJ04GB3021,2020-07-25 03:51:26,2020-07-28 23:35:19,MERAMANDALI,KHOPOLI,BHUSHAN
CT2B1V00,RJ04GB3021,2020-07-25 03:51:26,2020-07-28 23:35:19,MERAMANDALI,KHOPOLI,BHUSHAN
CTAC1V00,NL01L5989,2020-07-25 18:02:47,2020-07-28 16:30:47,MERAMANDALI,NELLORE,BHUSHAN
CTJC1V00,RJ04GB0456,2020-07-26 19:57:59,2020-07-30 04:50:05,MERAMANDALI,KHOPOLI,BHUSHAN
CTTC1V00,NL01G6899,2020-07-25 18:43:46,2020-07-28 13:28:48,MERAMANDALI,NELLORE,BHUSHAN
CTIJ1V00,RJ19GE7677,2020-07-25 08:53:40,2020-07-29 18:15:28,MERAMANDALI,ANJAR,BHUSHAN
CTHW1V00,RJ04GB7397,2020-07-26 01:37:27,2020-07-31 11:14:25,MERAMANDALI,BHACHAU,BHUSHAN
CTKW1V00,AP39W4699,2020-07-26 01:16:42,2020-07-29 15:11:05,MERAMANDALI,NELLORE,BHUSHAN
CTUW1V00,NL01L1838,2020-07-25 23:28:18,2020-07-27 05:10:21,MERAMANDALI,HALDIA,BHUSHAN
CT002V00,RJ27GB7907,2020-07-26 01:03:03,2020-07-31 00:17:02,MERAMANDALI,ANJAR,BHUSHAN
CTH12V00,RJ04GA6456,2020-07-26 08:22:16,2020-08-02 08:39:38,MERAMANDALI,ANJAR,BHUSHAN
CTZ12V00,CG07BU3068,2020-07-26 00:55:24,2020-07-27 04:20:28,MERAMANDALI,HOOGHLY,BHUSHAN
CT222V00,RJ04GB0933,2020-07-27 08:14:57,2020-07-31 07:44:42,MERAMANDALI,BHACHAU,BHUSHAN
CT9C2V00,HR38S9490,2020-07-25 22:44:36,2020-07-26 02:33:09,SAHIBABAD,JHAJJAR,BHUSHAN
CTDC2V00,RJ19GG4899,2020-07-26 07:35:31,2020-07-28 06:37:59,MERAMANDALI,NAGPUR,BHUSHAN
CTWC2V00,RJ04GA9327,2020-07-26 12:39:49,2020-07-28 08:02:46,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTXC2V00,RJ07GD4351,2020-07-26 03:02:14,2020-07-30 07:21:22,MERAMANDALI,NELLORE,BHUSHAN
CTJE2V00,GJ12BT6993,2020-07-27 15:35:27,2020-08-01 10:30:23,MERAMANDALI,BHACHAU,BHUSHAN
CTLE2V00,GJ12AZ5855,2020-07-26 08:22:47,2020-07-31 05:49:56,MERAMANDALI,ANJAR,BHUSHAN
CTRE2V00,NL01AD0054,2020-07-26 07:55:34,2020-07-26 19:29:16,MERAMANDALI,PAR,BHUSHAN
CTDG2V00,RJ02GB0557,2020-07-26 15:02:48,2020-07-29 12:26:53,MERAMANDALI,Kanpur,BHUSHAN
CTJG2V00,OD19N8949,2020-07-26 05:50:13,2020-07-26 17:29:48,MERAMANDALI,PAR,BHUSHAN
CT1H2V00,RJ40GA0609,2020-07-26 05:51:23,2020-07-29 03:58:57,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTAJ2V00,UP14JT4645,2020-07-26 04:11:05,2020-07-31 12:10:58,SAHIBABAD,Rourkela,BHUSHAN
CTDJ2V00,MH46BM0639,2020-07-26 01:46:51,2020-07-27 05:15:46,KHAPOLI,PUNE (CHAKAN),BHUSHAN
CTPJ2V00,NL01AD9310,2020-07-26 08:03:15,2020-07-26 19:29:02,MERAMANDALI,PAR,BHUSHAN
CT9K2V00,RJ02GB6075,2020-07-26 07:55:15,2020-07-30 00:05:56,MERAMANDALI,HYDERABAD,BHUSHAN
CTPK2V00,RJ14GE5723,2020-07-27 08:10:31,2020-07-28 06:22:14,MERAMANDALI,TEDESARA,BHUSHAN
CT1L2V00,OD19P2217,2020-07-26 13:53:05,2020-07-27 05:38:03,MERAMANDALI,PAR,BHUSHAN
CT4L2V00,OD04M7317,2020-07-26 13:52:40,2020-07-27 05:51:30,MERAMANDALI,PAR,BHUSHAN
CT6L2V00,OD19P4017,2020-07-26 07:34:38,2020-07-27 00:44:18,MERAMANDALI,PAR,BHUSHAN
CTAL2V00,RJ04GA7059,2020-07-26 11:58:00,2020-07-28 06:19:47,KHAPOLI,MORBI,BHUSHAN
CTBL2V00,RJ19GG0208,2020-07-25 17:58:50,2020-07-28 12:38:40,KHAPOLI,MORBI,BHUSHAN
CTYL2V00,RJ04GB9277,2020-07-26 14:13:28,2020-07-31 15:05:02,MERAMANDALI,BHACHAU,BHUSHAN
CTCM2V00,UP21CN5129,2020-07-26 03:11:28,2020-07-26 04:52:09,SAHIBABAD,NOIDA,BHUSHAN
CT4Q2V00,OD19N9549,2020-07-26 05:57:10,2020-07-26 18:05:17,MERAMANDALI,PAR,BHUSHAN
CTSS2V00,AP16TJ0999,2020-07-26 05:02:35,2020-07-29 09:19:23,MERAMANDALI,NELLORE,BHUSHAN
CTX03V00,UP71AT0923,2020-07-26 23:46:53,2020-07-27 10:03:51,SAHIBABAD,LUDHIANA,BHUSHAN
CTU13V00,GJ12AZ6289,2020-07-27 00:45:08,2020-07-31 08:59:42,MERAMANDALI,BHACHAU,BHUSHAN
